id_contrato,municipio_execucao,secretaria_responsavel,status_obra,orcamento_inicial_reais,valor_aditivos_reais,dias_de_atraso,percentual_conclusao
CT-2022-2013,Tobias Barreto,Infraestrutura,Paralisada,686773.5,305083.5,437,9.7
CT-2022-2014,Itabaiana,Educação,Em Andamento,896189.95,0.0,0,54.5
CT-2022-2015,Aracaju,Educação,Concluída,2239907.7,15861.79,0,100.0
CT-2022-2016,Aracaju,Cultura e Esporte,Em Andamento,2032290.95,0.0,0,60.8
CT-2022-2017,Nossa Senhora do Socorro,Segurança,Em Andamento,9373409.01,0.0,0,53.2
CT-2022-2018,Aracaju,Educação,Atrasada,1923288.66,620447.91,78,43.4
CT-2022-2019,Nossa Senhora do Socorro,Segurança,Paralisada,1787392.94,610562.39,721,11.8
CT-2022-2020,Estância,Educação,Concluída,5304002.17,339801.68,0,100.0
CT-2022-2021,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,1193470.31,0.0,0,7.9
CT-2022-2022,São Cristóvão,Saúde,Concluída,4964478.39,557681.97,0,100.0
CT-2022-2023,São Cristóvão,Saúde,Paralisada,994898.16,3064469.98,887,31.8
CT-2022-2024,Nossa Senhora do Socorro,Segurança,Em Andamento,1708563.46,0.0,0,53.7
CT-2022-2025,Tobias Barreto,Cultura e Esporte,Concluída,7484310.15,742163.06,0,100.0
CT-2022-2026,Aracaju,Saúde,Paralisada,2070698.86,6340082.26,1272,26.3
CT-2022-2027,Aracaju,Segurança,Em Andamento,8167984.48,0.0,0,9.5
CT-2022-2028,Estância,Educação,Em Andamento,1574517.62,0.0,0,37.4
CT-2022-2029,Itabaiana,Educação,Em Andamento,424805.43,0.0,0,26.2
CT-2022-2030,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,4468617.9,0.0,0,64.8
CT-2022-2031,Aracaju,Cultura e Esporte,Concluída,1005781.63,146371.98,0,100.0
CT-2022-2032,Aracaju,Saúde,Concluída,4291765.84,0.0,0,100.0
CT-2022-2033,São Cristóvão,Educação,Concluída,2725324.17,0.0,0,100.0
CT-2022-2034,Aracaju,Saúde,Atrasada,11169364.53,3313387.98,159,54.9
CT-2022-2035,Aracaju,Segurança,Concluída,1814705.56,14380.29,0,100.0
CT-2022-2036,Estância,Saúde,Concluída,6905183.5,459387.7,0,100.0
CT-2022-2037,Aracaju,Segurança,Concluída,4009525.5,0.0,0,100.0
CT-2022-2038,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,620671.13,0.0,0,100.0
CT-2022-2039,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,3886807.36,0.0,0,26.3
CT-2022-2040,Nossa Senhora do Socorro,Educação,Atrasada,3194782.99,725236.82,234,28.5
CT-2022-2041,Nossa Senhora do Socorro,Educação,Paralisada,11584332.18,6820685.34,218,28.1
CT-2022-2042,São Cristóvão,Educação,Atrasada,1982457.32,416057.82,165,40.2
CT-2022-2043,São Cristóvão,Segurança,Em Andamento,2582095.46,0.0,0,16.9
CT-2022-2044,Aracaju,Educação,Concluída,3859119.79,513569.7,0,100.0
CT-2022-2045,Aracaju,Cultura e Esporte,Concluída,2959994.73,315628.77,0,100.0
CT-2022-2046,Aracaju,Saúde,Concluída,3017038.43,0.0,0,100.0
CT-2022-2047,Aracaju,Segurança,Concluída,1953200.14,133482.85,0,100.0
CT-2022-2048,Estância,Infraestrutura,Em Andamento,4572641.9,0.0,0,45.3
CT-2022-2049,Itabaiana,Infraestrutura,Paralisada,178664.21,95519.96,396,57.8
CT-2022-2050,Lagarto,Infraestrutura,Concluída,663709.48,0.0,0,100.0
CT-2022-2051,Aracaju,Saúde,Paralisada,5878928.41,15505020.3,1256,22.8
CT-2022-2052,São Cristóvão,Saúde,Paralisada,8169688.83,20460975.07,1107,19.5
CT-2022-2053,Estância,Educação,Concluída,4176190.95,0.0,0,100.0
CT-2022-2054,São Cristóvão,Saúde,Concluída,663282.09,10726.38,0,100.0
CT-2022-2055,Aracaju,Educação,Concluída,2750540.9,0.0,0,100.0
CT-2022-2056,São Cristóvão,Cultura e Esporte,Concluída,1134619.37,72285.31,0,100.0
CT-2022-2057,Barra dos Coqueiros,Saúde,Concluída,2625378.94,0.0,0,100.0
CT-2022-2058,São Cristóvão,Cultura e Esporte,Em Andamento,837835.86,0.0,0,39.9
CT-2022-2059,Lagarto,Infraestrutura,Concluída,592806.07,0.0,0,100.0
CT-2022-2060,Aracaju,Cultura e Esporte,Atrasada,791810.16,175951.98,282,53.4
CT-2022-2061,Lagarto,Infraestrutura,Em Andamento,6852235.21,0.0,0,27.5
CT-2022-2062,Aracaju,Educação,Concluída,329210.78,0.0,0,100.0
CT-2022-2063,Lagarto,Segurança,Concluída,256504.51,2114.27,0,100.0
CT-2022-2064,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,784477.79,0.0,0,8.8
CT-2022-2065,Estância,Segurança,Atrasada,2661813.59,312123.87,199,92.3
CT-2022-2066,São Cristóvão,Segurança,Concluída,430150.44,0.0,0,100.0
CT-2022-2067,Aracaju,Educação,Paralisada,2348194.24,979935.9,245,70.3
CT-2022-2068,Tobias Barreto,Infraestrutura,Concluída,3969074.33,213116.24,0,100.0
CT-2022-2069,Aracaju,Saúde,Paralisada,2479907.57,3316762.78,1464,17.0
CT-2022-2070,Nossa Senhora do Socorro,Educação,Em Andamento,4518924.65,0.0,0,72.9
CT-2022-2071,Estância,Segurança,Atrasada,2350506.48,938153.77,321,63.0
CT-2022-2072,São Cristóvão,Saúde,Paralisada,435761.51,1169458.17,949,71.5
CT-2022-2073,Lagarto,Saúde,Em Andamento,3469883.19,0.0,0,38.8
CT-2022-2074,Nossa Senhora do Socorro,Infraestrutura,Em Andamento,1340191.54,0.0,0,72.5
CT-2022-2075,Barra dos Coqueiros,Segurança,Em Andamento,2351760.45,0.0,0,53.0
CT-2022-2076,São Cristóvão,Educação,Concluída,15929176.67,0.0,0,100.0
CT-2022-2077,Tobias Barreto,Infraestrutura,Concluída,1113462.84,0.0,0,100.0
CT-2022-2078,Aracaju,Educação,Em Andamento,5313229.45,0.0,0,57.3
CT-2022-2079,Itabaiana,Cultura e Esporte,Concluída,2642363.91,0.0,0,100.0
CT-2022-2080,Nossa Senhora do Socorro,Segurança,Em Andamento,7569444.6,0.0,0,51.1
CT-2022-2081,Aracaju,Segurança,Atrasada,7395002.47,1339265.66,239,38.6
CT-2022-2082,Tobias Barreto,Infraestrutura,Em Andamento,3909201.2,0.0,0,67.5
CT-2022-2083,Itabaiana,Educação,Concluída,1239443.48,0.0,0,100.0
CT-2022-2084,Aracaju,Saúde,Paralisada,9205116.99,18319767.77,981,11.4
CT-2022-2085,Nossa Senhora do Socorro,Infraestrutura,Concluída,5563007.59,0.0,0,100.0
CT-2022-2086,Itabaiana,Segurança,Concluída,10352176.47,0.0,0,100.0
CT-2022-2087,São Cristóvão,Segurança,Atrasada,10670637.23,2669078.46,97,49.8
CT-2022-2088,Itabaiana,Saúde,Paralisada,1890631.39,580956.42,365,36.4
CT-2022-2089,São Cristóvão,Educação,Atrasada,458915.15,97851.41,380,68.3
CT-2022-2090,Estância,Segurança,Concluída,2264533.02,0.0,0,100.0
CT-2022-2091,Nossa Senhora do Socorro,Infraestrutura,Concluída,538702.05,0.0,0,100.0
CT-2022-2092,Aracaju,Educação,Atrasada,2172818.47,818344.34,168,20.1
CT-2022-2093,Aracaju,Educação,Concluída,2538458.28,0.0,0,100.0
CT-2022-2094,Aracaju,Segurança,Concluída,2730780.43,0.0,0,100.0
CT-2022-2095,Estância,Cultura e Esporte,Paralisada,177283.5,105758.94,209,68.4
CT-2022-2096,Itabaiana,Infraestrutura,Paralisada,5971328.08,855584.13,761,30.7
CT-2022-2097,Aracaju,Segurança,Atrasada,1989406.58,339218.95,369,36.9
CT-2022-2098,Aracaju,Infraestrutura,Atrasada,3839640.02,1152341.89,349,70.5
CT-2022-2099,Lagarto,Segurança,Concluída,499252.8,0.0,0,100.0
CT-2022-2100,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,4250322.12,0.0,0,100.0
CT-2022-2101,Estância,Educação,Concluída,1896769.21,0.0,0,100.0
CT-2022-2102,Aracaju,Cultura e Esporte,Paralisada,4199791.65,544317.9,363,73.6
CT-2022-2103,São Cristóvão,Infraestrutura,Concluída,7946133.33,0.0,0,100.0
CT-2022-2104,Estância,Educação,Concluída,4088021.62,0.0,0,100.0
CT-2022-2105,Aracaju,Segurança,Em Andamento,3012551.8,0.0,0,42.5
CT-2022-2106,Barra dos Coqueiros,Cultura e Esporte,Atrasada,3828240.94,653005.17,298,38.0
CT-2022-2107,Barra dos Coqueiros,Cultura e Esporte,Atrasada,4193027.35,1140342.87,289,47.7
CT-2022-2108,Nossa Senhora do Socorro,Segurança,Em Andamento,2241492.64,0.0,0,78.9
CT-2022-2109,Lagarto,Segurança,Paralisada,5570381.64,2144258.49,478,19.0
CT-2022-2110,São Cristóvão,Cultura e Esporte,Atrasada,2575992.44,611704.9,285,71.4
CT-2022-2111,São Cristóvão,Infraestrutura,Concluída,3154715.78,213064.85,0,100.0
CT-2022-2112,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,1802165.63,159581.02,0,100.0
CT-2022-2113,Aracaju,Cultura e Esporte,Em Andamento,9319128.94,0.0,0,46.3
CT-2022-2114,Lagarto,Infraestrutura,Concluída,2321257.38,343535.94,0,100.0
CT-2022-2115,Aracaju,Segurança,Atrasada,869399.3,251358.88,204,83.9
CT-2022-2116,Barra dos Coqueiros,Infraestrutura,Concluída,1300418.29,92176.08,0,100.0
CT-2022-2117,Itabaiana,Infraestrutura,Atrasada,629780.96,88905.08,305,63.0
CT-2022-2118,Estância,Educação,Em Andamento,551076.03,0.0,0,65.6
CT-2022-2119,Barra dos Coqueiros,Cultura e Esporte,Paralisada,8181366.2,3402851.31,701,25.3
CT-2022-2120,Aracaju,Infraestrutura,Concluída,3430992.28,165488.81,0,100.0
CT-2022-2121,São Cristóvão,Saúde,Paralisada,151753.43,345345.6,1358,49.5
CT-2022-2122,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,5171493.4,360587.81,0,100.0
CT-2022-2123,São Cristóvão,Saúde,Paralisada,2419890.11,5389852.27,669,34.2
CT-2022-2124,Lagarto,Saúde,Concluída,497861.15,0.0,0,100.0
CT-2022-2125,Lagarto,Infraestrutura,Concluída,1961524.28,0.0,0,100.0
CT-2022-2126,Aracaju,Saúde,Paralisada,1515983.78,3345927.1,666,15.4
CT-2022-2127,Nossa Senhora do Socorro,Segurança,Concluída,1308339.94,0.0,0,100.0
CT-2022-2128,Nossa Senhora do Socorro,Cultura e Esporte,Atrasada,2016244.08,796759.58,329,78.7
CT-2022-2129,Aracaju,Saúde,Paralisada,3219725.92,6366894.35,1289,9.7
CT-2022-2130,Nossa Senhora do Socorro,Infraestrutura,Concluída,2458474.34,339985.44,0,100.0
CT-2022-2131,Aracaju,Educação,Concluída,1143366.97,0.0,0,100.0
CT-2022-2132,Aracaju,Infraestrutura,Paralisada,4007306.91,2065305.55,501,37.3
CT-2022-2133,São Cristóvão,Segurança,Atrasada,13610652.71,1471724.26,324,27.4
CT-2022-2134,Estância,Educação,Atrasada,10293702.39,1684082.66,232,88.1
CT-2022-2135,Nossa Senhora do Socorro,Segurança,Concluída,17230077.46,971326.99,0,100.0
CT-2022-2136,São Cristóvão,Educação,Concluída,2153927.19,0.0,0,100.0
CT-2022-2137,Estância,Educação,Concluída,282942.4,0.0,0,100.0
CT-2022-2138,Nossa Senhora do Socorro,Educação,Concluída,4061134.93,0.0,0,100.0
CT-2022-2139,Nossa Senhora do Socorro,Saúde,Paralisada,3418419.81,4219408.69,1051,74.1
CT-2022-2140,Lagarto,Cultura e Esporte,Concluída,10383891.5,0.0,0,100.0
CT-2022-2141,Aracaju,Segurança,Paralisada,1540813.18,700236.34,348,30.3
CT-2022-2142,Aracaju,Educação,Concluída,15558632.51,2051254.82,0,100.0
CT-2022-2143,Aracaju,Saúde,Atrasada,353809.17,36769.02,359,22.9
CT-2022-2144,Aracaju,Infraestrutura,Paralisada,1484060.74,396668.57,630,64.5
CT-2022-2145,Estância,Cultura e Esporte,Concluída,4192923.06,0.0,0,100.0
CT-2022-2146,Aracaju,Infraestrutura,Paralisada,3015255.16,957111.95,198,57.2
CT-2022-2147,Barra dos Coqueiros,Educação,Concluída,841231.33,0.0,0,100.0
CT-2022-2148,Aracaju,Educação,Em Andamento,1475995.43,0.0,0,42.3
CT-2022-2149,Aracaju,Saúde,Paralisada,681139.22,1553709.2,930,63.3
CT-2022-2150,Estância,Segurança,Em Andamento,15758202.77,0.0,0,50.0
CT-2022-2151,Itabaiana,Educação,Em Andamento,2317029.82,0.0,0,33.7
CT-2022-2152,Aracaju,Educação,Em Andamento,6207832.79,0.0,0,18.3
CT-2022-2153,São Cristóvão,Segurança,Concluída,1652140.12,90167.66,0,100.0
CT-2022-2154,Aracaju,Saúde,Paralisada,989517.58,3235147.37,1459,29.9
CT-2022-2155,São Cristóvão,Cultura e Esporte,Concluída,2157973.59,0.0,0,100.0
CT-2022-2156,Lagarto,Educação,Atrasada,4551689.36,843984.39,348,52.6
CT-2022-2157,Tobias Barreto,Infraestrutura,Atrasada,7377139.68,2329899.28,201,29.6
CT-2022-2158,Aracaju,Cultura e Esporte,Concluída,792884.62,0.0,0,100.0
CT-2022-2159,Aracaju,Cultura e Esporte,Concluída,560601.73,0.0,0,100.0
CT-2022-2160,Lagarto,Cultura e Esporte,Em Andamento,677004.39,0.0,0,70.7
CT-2022-2161,Estância,Saúde,Concluída,1234813.15,0.0,0,100.0
CT-2022-2162,Aracaju,Infraestrutura,Atrasada,2889312.38,421918.48,50,24.5
CT-2022-2163,Aracaju,Segurança,Atrasada,4164226.96,1366362.65,233,29.2
CT-2022-2164,São Cristóvão,Saúde,Paralisada,1510916.7,1934198.36,1390,65.9
CT-2022-2165,Aracaju,Saúde,Paralisada,7689303.67,20779541.41,1540,59.7
CT-2022-2166,Barra dos Coqueiros,Educação,Paralisada,2000985.14,1045986.12,852,36.7
CT-2022-2167,São Cristóvão,Cultura e Esporte,Concluída,2160426.39,0.0,0,100.0
CT-2022-2168,Estância,Cultura e Esporte,Paralisada,6673123.5,869615.75,485,40.6
CT-2022-2169,Estância,Segurança,Atrasada,343477.06,126082.69,354,20.9
CT-2022-2170,Estância,Segurança,Paralisada,2964872.99,1660622.17,351,52.8
CT-2022-2171,Itabaiana,Saúde,Concluída,2614367.36,0.0,0,100.0
CT-2022-2172,São Cristóvão,Saúde,Paralisada,1687397.72,2118651.5,1099,19.8
CT-2022-2173,Aracaju,Infraestrutura,Concluída,1846216.04,0.0,0,100.0
CT-2022-2174,Itabaiana,Educação,Concluída,3654007.48,0.0,0,100.0
CT-2022-2175,Tobias Barreto,Segurança,Atrasada,2675366.53,831314.59,224,34.8
CT-2022-2176,Aracaju,Saúde,Paralisada,3346959.29,4518272.05,1734,58.4
CT-2022-2177,Barra dos Coqueiros,Saúde,Paralisada,1890422.03,4730097.88,1003,27.2
CT-2022-2178,Nossa Senhora do Socorro,Educação,Atrasada,1695147.4,410567.22,186,33.5
CT-2022-2179,Aracaju,Segurança,Paralisada,2347178.93,960818.11,358,20.1
CT-2022-2180,Estância,Cultura e Esporte,Em Andamento,1814923.57,0.0,0,72.6
CT-2022-2181,Aracaju,Educação,Em Andamento,5747235.56,0.0,0,18.6
CT-2022-2182,Aracaju,Segurança,Atrasada,6322014.94,1423813.14,104,44.4
CT-2022-2183,Aracaju,Educação,Em Andamento,380195.08,0.0,0,45.4
CT-2022-2184,São Cristóvão,Educação,Paralisada,332744.77,168494.71,383,30.1
CT-2022-2185,Aracaju,Cultura e Esporte,Em Andamento,1172684.97,0.0,0,52.7
CT-2022-2186,Aracaju,Segurança,Atrasada,420188.86,46039.74,282,77.1
CT-2022-2187,São Cristóvão,Infraestrutura,Paralisada,2478497.82,752893.52,878,31.9
CT-2022-2188,Lagarto,Infraestrutura,Atrasada,214477.51,64816.83,387,75.5
CT-2022-2189,Aracaju,Saúde,Paralisada,4760223.3,9134102.32,1480,19.2
CT-2022-2190,Nossa Senhora do Socorro,Cultura e Esporte,Atrasada,3291160.34,934714.44,230,76.1
CT-2022-2191,Lagarto,Cultura e Esporte,Em Andamento,863971.14,0.0,0,61.7
CT-2022-2192,Aracaju,Educação,Concluída,1349333.23,0.0,0,100.0
CT-2022-2193,Estância,Segurança,Em Andamento,1244111.28,0.0,0,9.0
CT-2022-2194,Aracaju,Infraestrutura,Em Andamento,7825783.27,0.0,0,50.6
CT-2022-2195,Estância,Cultura e Esporte,Concluída,6692414.38,600837.42,0,100.0
CT-2022-2196,Tobias Barreto,Infraestrutura,Concluída,2642617.75,0.0,0,100.0
CT-2022-2197,São Cristóvão,Educação,Em Andamento,1507753.15,0.0,0,51.1
CT-2022-2198,Nossa Senhora do Socorro,Infraestrutura,Concluída,2008367.6,0.0,0,100.0
CT-2022-2199,Nossa Senhora do Socorro,Infraestrutura,Concluída,2667266.23,0.0,0,100.0
CT-2022-2200,Tobias Barreto,Saúde,Concluída,2185137.24,0.0,0,100.0
CT-2022-2201,Aracaju,Saúde,Paralisada,343755.68,1037501.03,621,73.0
CT-2022-2202,Lagarto,Cultura e Esporte,Atrasada,2014083.91,645594.52,299,46.4
CT-2022-2203,Lagarto,Educação,Em Andamento,7731260.3,0.0,0,27.2
CT-2022-2204,Barra dos Coqueiros,Segurança,Em Andamento,1725559.76,0.0,0,24.7
CT-2022-2205,Lagarto,Cultura e Esporte,Concluída,3772588.68,0.0,0,100.0
CT-2022-2206,Aracaju,Educação,Concluída,17636892.06,0.0,0,100.0
CT-2022-2207,Itabaiana,Segurança,Em Andamento,2562064.98,0.0,0,38.1
CT-2022-2208,Itabaiana,Cultura e Esporte,Concluída,2131753.53,0.0,0,100.0
CT-2022-2209,Aracaju,Infraestrutura,Concluída,1093078.08,0.0,0,100.0
CT-2022-2210,São Cristóvão,Infraestrutura,Concluída,931201.24,0.0,0,100.0
CT-2022-2211,Aracaju,Infraestrutura,Atrasada,2583913.46,842428.13,329,74.4
CT-2022-2212,Estância,Segurança,Em Andamento,3532490.73,0.0,0,28.4
CT-2022-2213,Itabaiana,Infraestrutura,Concluída,1825095.84,164634.39,0,100.0
CT-2022-2214,São Cristóvão,Cultura e Esporte,Paralisada,155334.22,71975.22,733,72.9
CT-2022-2215,Aracaju,Saúde,Paralisada,2614044.48,9076248.91,1623,51.3
CT-2022-2216,Barra dos Coqueiros,Educação,Paralisada,2693167.88,1386364.99,343,11.4
CT-2022-2217,Aracaju,Saúde,Paralisada,377763.42,1163270.09,1630,27.7
CT-2022-2218,São Cristóvão,Cultura e Esporte,Concluída,471358.28,29941.47,0,100.0
CT-2022-2219,Estância,Educação,Paralisada,1239704.83,200223.1,252,39.2
CT-2022-2220,Aracaju,Educação,Em Andamento,2884224.07,0.0,0,50.0
CT-2022-2221,Nossa Senhora do Socorro,Educação,Concluída,733017.7,73049.91,0,100.0
CT-2022-2222,Lagarto,Segurança,Atrasada,1416009.47,433384.55,199,72.5
CT-2022-2223,Tobias Barreto,Educação,Em Andamento,627704.5,0.0,0,11.9
CT-2022-2224,Aracaju,Cultura e Esporte,Concluída,1376767.34,0.0,0,100.0
CT-2022-2225,Aracaju,Educação,Paralisada,4060215.0,1971499.61,340,73.9
CT-2022-2226,Aracaju,Educação,Concluída,1553017.27,0.0,0,100.0
CT-2022-2227,Aracaju,Segurança,Paralisada,5252408.45,2633623.58,669,58.5
CT-2022-2228,Aracaju,Infraestrutura,Atrasada,8019864.39,2453410.47,99,61.5
CT-2022-2229,Nossa Senhora do Socorro,Segurança,Paralisada,1251118.8,529382.11,170,43.8
CT-2022-2230,Aracaju,Segurança,Atrasada,3065539.27,564557.31,54,75.0
CT-2022-2231,Aracaju,Infraestrutura,Concluída,1063393.23,89268.04,0,100.0
CT-2022-2232,Aracaju,Segurança,Em Andamento,2674070.59,0.0,0,56.8
CT-2022-2233,Barra dos Coqueiros,Saúde,Em Andamento,531022.14,0.0,0,53.0
CT-2022-2234,Lagarto,Cultura e Esporte,Concluída,2916481.02,0.0,0,100.0
CT-2022-2235,Itabaiana,Segurança,Paralisada,718572.76,210347.48,453,38.6
CT-2022-2236,Aracaju,Infraestrutura,Em Andamento,1650788.95,0.0,0,13.3
CT-2022-2237,Aracaju,Saúde,Paralisada,960387.06,1289991.15,686,19.8
CT-2022-2238,Aracaju,Saúde,Paralisada,4912134.6,15952330.72,642,35.6
CT-2022-2239,Nossa Senhora do Socorro,Infraestrutura,Concluída,751596.79,8027.11,0,100.0
CT-2022-2240,Barra dos Coqueiros,Cultura e Esporte,Paralisada,10069239.58,4961290.36,407,65.0
CT-2022-2241,Aracaju,Segurança,Em Andamento,530292.99,0.0,0,14.0
CT-2022-2242,Lagarto,Educação,Atrasada,1752487.51,439522.04,330,25.2
CT-2022-2243,Aracaju,Infraestrutura,Em Andamento,4535934.28,0.0,0,25.3
CT-2022-2244,Aracaju,Segurança,Concluída,523666.55,0.0,0,100.0
CT-2022-2245,Lagarto,Cultura e Esporte,Concluída,1282467.03,0.0,0,100.0
CT-2022-2246,Tobias Barreto,Saúde,Paralisada,1958830.55,863281.1,445,35.1
CT-2022-2247,Itabaiana,Segurança,Atrasada,4460363.19,664073.01,298,32.1
CT-2022-2248,Aracaju,Cultura e Esporte,Concluída,4794863.34,0.0,0,100.0
CT-2022-2249,Tobias Barreto,Segurança,Concluída,5954168.14,0.0,0,100.0
CT-2022-2250,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,1247743.59,0.0,0,39.7
CT-2022-2251,São Cristóvão,Educação,Em Andamento,196311.24,0.0,0,8.9
CT-2022-2252,Aracaju,Cultura e Esporte,Concluída,3963555.38,341060.28,0,100.0
CT-2022-2253,Estância,Segurança,Concluída,720045.53,14376.73,0,100.0
CT-2022-2254,Lagarto,Cultura e Esporte,Concluída,1633145.8,237191.84,0,100.0
CT-2022-2255,Itabaiana,Saúde,Em Andamento,5052158.35,0.0,0,49.4
CT-2022-2256,Aracaju,Saúde,Paralisada,2978317.01,9624967.91,1096,65.1
CT-2022-2257,Barra dos Coqueiros,Infraestrutura,Em Andamento,6352158.15,0.0,0,45.9
CT-2022-2258,São Cristóvão,Saúde,Paralisada,3325083.99,5499029.61,666,29.0
CT-2022-2259,São Cristóvão,Saúde,Paralisada,1596362.14,5003350.37,1432,65.3
CT-2022-2260,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,251282.32,12579.49,0,100.0
CT-2022-2261,Aracaju,Segurança,Atrasada,194582.2,39304.87,61,24.5
CT-2022-2262,Lagarto,Infraestrutura,Atrasada,1019908.76,342529.44,98,77.8
CT-2022-2263,Lagarto,Segurança,Atrasada,3270878.67,1178252.38,182,56.7
CT-2022-2264,Itabaiana,Educação,Concluída,3906648.87,450570.7,0,100.0
CT-2022-2265,Tobias Barreto,Saúde,Em Andamento,1415643.59,0.0,0,41.4
CT-2022-2266,Aracaju,Segurança,Atrasada,5758069.44,1664591.15,175,59.8
CT-2022-2267,Aracaju,Infraestrutura,Atrasada,8762740.36,1948181.77,284,82.6
CT-2022-2268,Estância,Educação,Atrasada,1212321.47,365919.53,264,39.7
CT-2022-2269,Itabaiana,Cultura e Esporte,Paralisada,1450961.48,471510.85,397,7.6
CT-2022-2270,Aracaju,Cultura e Esporte,Em Andamento,1709454.56,0.0,0,17.1
CT-2022-2271,Aracaju,Segurança,Em Andamento,1126701.53,0.0,0,22.6
CT-2022-2272,Estância,Cultura e Esporte,Paralisada,3270617.17,995751.32,187,52.4
CT-2022-2273,Tobias Barreto,Infraestrutura,Paralisada,7340491.26,1788124.0,618,53.1
CT-2022-2274,Nossa Senhora do Socorro,Saúde,Paralisada,1823159.44,5175007.39,1024,22.4
CT-2022-2275,Itabaiana,Cultura e Esporte,Em Andamento,745554.79,0.0,0,60.1
CT-2022-2276,Estância,Segurança,Concluída,801659.63,32230.21,0,100.0
CT-2022-2277,Aracaju,Segurança,Concluída,3988530.81,0.0,0,100.0
CT-2022-2278,Aracaju,Cultura e Esporte,Em Andamento,4125027.69,0.0,0,59.1
CT-2022-2279,Aracaju,Infraestrutura,Em Andamento,2088490.73,0.0,0,75.3
CT-2022-2280,São Cristóvão,Segurança,Concluída,4440138.69,488436.65,0,100.0
CT-2022-2281,Nossa Senhora do Socorro,Segurança,Paralisada,2294868.68,515580.59,795,34.5
CT-2022-2282,Tobias Barreto,Segurança,Atrasada,1241296.48,440176.9,119,79.4
CT-2022-2283,Nossa Senhora do Socorro,Cultura e Esporte,Em Andamento,600816.17,0.0,0,51.5
CT-2022-2284,Aracaju,Educação,Concluída,2328014.63,241514.57,0,100.0
CT-2022-2285,Aracaju,Cultura e Esporte,Concluída,5573591.33,58274.61,0,100.0
CT-2022-2286,Itabaiana,Saúde,Concluída,7948916.15,1126779.66,0,100.0
CT-2022-2287,São Cristóvão,Segurança,Concluída,337752.92,0.0,0,100.0
CT-2022-2288,Itabaiana,Educação,Atrasada,7667858.0,2123271.16,63,30.5
CT-2022-2289,Tobias Barreto,Segurança,Atrasada,737979.3,131629.69,219,36.0
CT-2022-2290,Tobias Barreto,Cultura e Esporte,Paralisada,2933364.55,591339.03,370,52.9
CT-2022-2291,Itabaiana,Segurança,Em Andamento,1872742.13,0.0,0,64.8
CT-2022-2292,Itabaiana,Educação,Atrasada,3771071.16,1223634.55,148,80.9
CT-2022-2293,Barra dos Coqueiros,Infraestrutura,Em Andamento,2414118.22,0.0,0,12.1
CT-2022-2294,Tobias Barreto,Infraestrutura,Atrasada,1631557.75,581330.75,112,40.6
CT-2022-2295,Estância,Saúde,Paralisada,371647.14,53583.19,327,25.8
CT-2022-2296,Lagarto,Educação,Concluída,230451.51,0.0,0,100.0
CT-2022-2297,Itabaiana,Infraestrutura,Concluída,963306.19,0.0,0,100.0
CT-2022-2298,Estância,Educação,Em Andamento,4258415.34,0.0,0,51.6
CT-2022-2299,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,3036535.48,0.0,0,100.0
CT-2022-2300,Aracaju,Segurança,Em Andamento,1773413.51,0.0,0,21.8
CT-2022-2301,Aracaju,Educação,Paralisada,2449650.96,460127.54,884,28.3
CT-2022-2302,Tobias Barreto,Segurança,Atrasada,2830857.53,766927.32,80,67.5
CT-2022-2303,Aracaju,Cultura e Esporte,Paralisada,369249.24,109806.84,468,12.8
CT-2022-2304,Estância,Saúde,Concluída,1319128.93,0.0,0,100.0
CT-2022-2305,Nossa Senhora do Socorro,Cultura e Esporte,Concluída,6494308.12,0.0,0,100.0
CT-2022-2306,Nossa Senhora do Socorro,Segurança,Concluída,4116309.53,0.0,0,100.0
CT-2022-2307,Aracaju,Cultura e Esporte,Atrasada,421021.97,45653.64,111,22.5
CT-2022-2308,Aracaju,Saúde,Em Andamento,1119092.17,0.0,0,37.5
CT-2022-2309,Nossa Senhora do Socorro,Segurança,Concluída,827547.2,100700.12,0,100.0
CT-2022-2310,Lagarto,Saúde,Atrasada,1592999.91,530695.72,311,45.1
CT-2022-2311,Aracaju,Saúde,Concluída,12259283.23,1151981.86,0,100.0
CT-2022-2312,Lagarto,Educação,Concluída,2731658.14,0.0,0,100.0
CT-2022-2313,Tobias Barreto,Cultura e Esporte,Concluída,665970.6,23774.63,0,100.0
CT-2022-2314,Nossa Senhora do Socorro,Educação,Paralisada,4765607.28,483480.88,495,23.6
CT-2022-2315,Itabaiana,Segurança,Concluída,2796674.0,0.0,0,100.0
CT-2022-2316,Aracaju,Infraestrutura,Paralisada,6088205.11,956614.92,706,30.7
CT-2022-2317,Aracaju,Segurança,Concluída,2148492.01,0.0,0,100.0
CT-2022-2318,São Cristóvão,Educação,Paralisada,6783469.16,3039980.97,803,71.3
